Year of last filed report / Année de déclaration la plus récente,NPRI ID / ID INRP,Company Name / Raison Sociale,Facility Name / Nom de l'installation,Address line 1 / Première ligne d’adresse,Address line 2 / Deuxième ligne d’adresse,City / Ville,Province / Province,Postal Code / Code postal,Physical Land Survey Description / Description de l'arpentage,National Topographical Description / Description topographique nationale,Latitude / Latitude,Longitude / Longitude,Datum / Datum,NAICS / Code SCIAN,Key Industrial Sector Code / Code des Secteurs industriels clés,Key Industrial Sector (English) / Secteurs industriels clés (Anglais),Key Industrial Sector (French) / Secteurs industriels clés (Français),Census Division (CD) Unique ID / No unique de la Division de recensement (DR),Census Division (CD) Name / Nom de la Division de recensement (DR),Census Sub Division (CSD) Unique ID / No unique de la Subdivision de recensement (SDR),Census Sub Division (CSD) Name / Nom de la Subdivision de recensement (SDR),Census Metropolitan Area (CMA) Unique ID / No unique de la Région métropolitaine de recensement (RMR),Census Metropolitan Area (CMA) Name / Nom de la Région métropolitaine de recensement (RMR),Economic Region (ER) Unique ID / No unique de la Région économique (RE),Economic Region (ER) Name / Nom de la Région économique (RE),Forward Sortation Area (FSA) / Région de tri d'acheminement (RTA),Ecozone Unique ID / No unique de l’écozone,English Ecozone Name / Nom anglais de l’écozone,French Ecozone Name / Nom français de l’écozone,Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC),Major Drainage Area English Name / Nom anglais de l’aire de drainage principale ,Major Drainage Area French Name / Nom français de l’aire de drainage principale ,Sulphur Oxide Management Area (SOMA) / Zone de gestion des oxydes de soufre (ZGOS),Ontario Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) de l'Ontario,Quebec Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) du Québec,Quebec City-Windsor Corridor / Corridor Québec-Windsor
2015,500344,Mother Parkers Tea & Coffee Inc.,Sandra Tea & Coffee Limited,144 Mills Road,,Ajax,ON,L1S2H1,,,43.84,-79.02,1983,311920,6,Other Manufacturing,Autres fabrication,3518,Durham,3518005,Ajax,535,Toronto,3530,Toronto,L1S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,500345,Pan-Glo Canada Pan Coatings Inc.,Pan-Glo Canada Pan Coatings Inc.,1223 Tessier Street,,Hawkesbury,ON,K6A 3R1,,,45.6,-74.59,1983,332810,6,Other Manufacturing,Autres fabrication,3502,Prescott and Russell,3502008,Hawkesbury,502,Hawkesbury (Ontario part / partie de l'Ontario),3510,Ottawa,K6A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,500346,Richardson Oilseed Ltd.,Oakville,2835 Bristol Circle,,Oakville,ON,L6H 6X5,,,43.5,-79.67,1983,311225,6,Other Manufacturing,Autres fabrication,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,500349,Steed and Evans Limited,Cross Country Concrete Ontario Limited,3000 Ament Line Line,,St Jacobs,ON,N0B2N0,,,43.54,-80.61,1983,327320,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3530,Waterloo,3530027,Wellesley,,,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,500350,CANADIAN ERECTORS LIMITED LES ERECTEURS CANADIENS LIMITEE,TIW STEEL PLATEWORK INC.,23 Smith  Street,,St. Catharines,ON,L2R 6Y6,,,43.16,-79.21,1983,332420,6,Other Manufacturing,Autres fabrication,3526,Niagara,3526053,St. Catharines,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,500351,SYSCO TORONTO,Sysco Toronto,7055 Kennedy Road,,Mississauga,ON,L5S 1Y7,,,43.65,-79.69,1983,413150,11,Other (Except Manufacturing),Autres (sauf fabrication),3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,500353,FCA Canada Inc.,Mississauga National Parts Depot,6500 Mississauga Road,,Mississauga,ON,L5N 1A8,,,43.59,-79.73,1983,493110,11,Other (Except Manufacturing),Autres (sauf fabrication),3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,500355,The NARMCO Group,Nartech Metal Products Ltd.,400 Elmira Road,,Guelph,ON,N1K 1C3,,,43.53,-80.3,1983,336370,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,500358,hubergroup Canada Limited,Mississauga-Drew Road,A - 2150 Drew Road Road,,Mississauga,ON,L5S 1B1,,,43.69,-79.66,1983,325910,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L6T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,500360,RB & W Corporation of Canada,RB & W Corporation of Canada,10 Sun Pac Boulevard,,Brampton,ON,L6S4R5,,,43.75,-79.69,1983,332720,6,Other Manufacturing,Autres fabrication,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2003,9,"BORDEN CHEMICAL CANADA, INC.",BORDEN CHEMICAL - NORTH BAY,105 Drury Street,,North Bay,ON,P1A 3Z7,,,46.3,-79.44,1983,325210,3,Chemicals,Produits chimiques,3548,Nipissing,3548044,North Bay,575,North Bay,3590,Northeast / Nord-est,P1A,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
1997,25,BASF Canada Inc.,Brantford Site,10 Craig Street,,Brantford,ON,N3T 5M3,,,43.16,-80.24,1983,325510,3,Chemicals,Produits chimiques,3529,Brant,3529006,Brantford,543,Brantford,3550,Hamilton--Niagara Peninsula,N3R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1995,37,BASF Canada Inc. - Sarnia Site,,973 South Vidal Street,,Sarnia,ON,N7T 7M2,,,42.95,-82.41,1983,325999,3,Chemicals,Produits chimiques,3538,Lambton,3538030,Sarnia,562,Sarnia,3570,Windsor--Sarnia,N7T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2007,43,BASF CANADA,GEORGETOWN SITE,80  TODD Road,,Georgetown,ON,L7G4R7,,,43.65,-79.89,1983,311119,6,Other Manufacturing,Autres fabrication,3524,Halton,3524015,Halton Hills,535,Toronto,3530,Toronto,L7G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2000,87,Accuflex Industrial Hose Ltd.,,50 Malclom Rd.,,Guelph,ON,N1K 1A9,,,43.53,-80.31,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2007,90,SAMUEL STRAPPING SYSTEMS,SCARBOROUGH LOCATION,743 Warden Avenue,,Scarborough,ON,M1L4A9,,,43.71,-79.28,1983,331221,5,Iron and Steel,Fer et acier,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2004,96,AFGD GLASS,FABRICATED PRODUCTS DIVISION,75  DONEY Crescent,,Concord,ON,L4K1P6,,,43.79,-79.5,1983,327215,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2005,108,NEWMONT CANADA LTD,HOLLOWAY MINE (SHAFT #3),P.O. Box 279,Hwy# 101 E,MATHESON,ON,P0K1N0,,,48.52,-81.12,1983,212220,8,Mining and Quarrying,Extraction minière et exploitation en carrière,3556,Cochrane,3556027,Timmins,586,Timmins,3590,Northeast / Nord-est,P0N,6,Boreal Shield,Bouclier boréal,4,Southwestern Hudson Bay Drainage Area,Aire de drainage du sud-ouest de la baie d'Hudson,1,0,0,0
1997,112,Achitectural Onament Inc.,,216 Rivermede Rd. Unit 7 & 8,,Cncord,ON,L4K 3M6,,,43.81,-79.48,1983,326140,13,Plastics and Rubber,Plastiques et caoutchouc,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1998,113,A.R.CLARKE LTD.,,633 EASTERN AVE,,TORONTO,ON,M4M 1E5,,,43.65,-79.33,1983,316110,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1997,127,Parmalat Canada,New Dundee,63 Benjamin St.,,New Dundee,ON,N0B 2E0,,,43.35,-80.53,1983,311511,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530020,Wilmot,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N0B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,167,BUNGE CANADA,BUNGE CANADA - TORONTO PLANT,30  WESTON Road,,Toronto,ON,M6N3P4,,,43.67,-79.46,1983,311990,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1997,196,CV MATERIALS (CANADA) LTD.,,30 Wilson Street,,Ingersoll,ON,N5C 3K1,,,43.04,-80.88,1983,327215,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3532,Oxford,3532018,Ingersoll,533,Ingersoll,3560,London,N5C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,204,CITY OF THUNDER BAY,LOCH LOMOND WATER TREATMENT PLANT,151  RESERVOIR Road,R.R. #4,Thunder Bay,ON,P7C4Z2,,,48.33,-89.26,1983,221310,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3558,Thunder Bay,3558003,Fort William 52,595,Thunder Bay,3595,Northwest / Nord-ouest,P7J,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,0,0,0,0
2005,215,COURT GALVANIZING LTD,GUELPH PLANT,134  Dawson Road,PO BOX 424,Guelph,ON,N1H6K5,,,43.55,-80.28,1983,332810,6,Other Manufacturing,Autres fabrication,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1995,238,DIMPLEX NORTH AMERICA LTD.,,1367 INDUSTRIAL RD.,,CAMBRIDGE,ON,N1R 7G8,,,43.39,-80.32,1983,335229,6,Other Manufacturing,Autres fabrication,3530,Waterloo,3530010,Cambridge,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N1R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2004,256,DUSTBANE PRODUCTS,DUSTBANE PRODUCTS LTD - CHEMICAL DIVISION,25  PICKERING Place,,Ottawa,ON,K1G5P4,,,45.41,-75.65,1983,325610,3,Chemicals,Produits chimiques,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2001,259,Dutch Products Inc.,,44 Clayson Road,,Weston,ON,M9M 2G7,,,43.71,-79.52,1983,325610,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2000,274,Energetic Metals Incorporated,,3506 Eagle Street,,Stevensville (Fort Erie),ON,L0S 1S0,,,42.94,-79.04,1983,331313,1,Aluminum,Aluminium,3526,Niagara,3526003,Fort Erie,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L0S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2004,299,AKZO NOBEL,EKA CHEMICALS CANADA INC.,39 Industrial Street,,Toronto,ON,M4G1Z2,,,43.7,-79.35,1983,325999,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,305,CHEMTURA CANADA,ANDEROL OAKVILLE,700 Third Line,,Oakville,ON,L6J5A3,,,43.42,-79.72,1983,325999,3,Chemicals,Produits chimiques,3524,Halton,3524001,Oakville,535,Toronto,3530,Toronto,L6L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1997,316,ENTHONE-OMI (CANADA) INC,,58 ADESSO DRIVE,,CONCORD,ON,L4K 3C6,,,43.77,-79.52,1983,325110,3,Chemicals,Produits chimiques,3519,York,3519028,Vaughan,535,Toronto,3530,Toronto,L4K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1997,321,EXACT PRINTING PLATE LIMITED,,1776 MIDLAND AVENUE,,SCARBOROUGH,ON,M1P 3C2,,,43.76,-79.26,1983,332999,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2001,354,Gennum Corporation,Landmark Building,3435 Landmark Road,,Burlington,ON,L7M 1T4,,,43.36,-79.79,1983,334410,6,Other Manufacturing,Autres fabrication,3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2001,361,Graham,,64 Maple Ave.  Box 3000,,Inglewood,ON,L0N 1K0,,,43.79,-79.92,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521024,Caledon,535,Toronto,3530,Toronto,L7C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1998,389,Heritage Silversmiths Inc.,,1847 Rogers Road,,Perth,ON,K7H 1P8,,,44.88,-76.24,1983,332210,6,Other Manufacturing,Autres fabrication,3509,Lanark,3509021,Perth,,,3510,Ottawa,K7H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2002,400,DOVER PACKAGING LIMITED (FORMERLY HOWELL PACKAGING LIMITED),,3230 Mainway Avenue,,Burlington,ON,L7M 1A5,,,43.36,-79.8,1983,322212,14,Pulp and Paper,Pâte à papier et papier,3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1999,733,PAINTPLAS INC.,650 FINLEY AVE.,650 FINLEY AVE.,,AJAX,ON,L1S 6N1,,,43.83,-79.02,1983,332810,6,Other Manufacturing,Autres fabrication,3518,Durham,3518005,Ajax,535,Toronto,3530,Toronto,L1S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1996,734,Mitsubishi Electronics Industries Canada Inc.,Midland,1000 Wye Valley Road,,Midland,ON,L4R 4L8,,,44.73,-79.85,1983,335990,6,Other Manufacturing,Autres fabrication,3543,Simcoe,3543074,Midland,571,Midland,3540,Kitchener--Waterloo--Barrie,L4R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2002,738,MODINE OF CANADA LTD.,"MILTON, ON",604 McGeachie Drive,,Milton,ON,L9T 3Y5,,,43.53,-79.88,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3524,Halton,3524009,Milton,535,Toronto,3530,Toronto,L9T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2007,742,NATIONAL RUBBER TECHNOLOGIES CORP.,SYMINGTON PLANT,394 Symington Avenue,,Toronto,ON,M6N2W3,,,43.66,-79.45,1983,326290,13,Plastics and Rubber,Plastiques et caoutchouc,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1996,750,Niagara Paint INC.,Niagara Paint,2 Hillyard St.,"Box 402, L.C.D. #1",Hamilton,ON,L8L 7W4,,,43.26,-79.84,1983,325510,3,Chemicals,Produits chimiques,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2005,776,RECKITT BENCKISER (CANADA) INC.,RECKITT BENCKISER (CANADA) INC.,2  WICKMAN ROAD,,Toronto,ON,M8Z5M5,,,43.61,-79.52,1983,325610,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M8Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2002,801,CLARIANT (CANADA) INC. MASTERBATCHES DIVISION,MISSISSAUGA,5226 Timberlea Blvd,,Mississauga,ON,L4W 2S5,,,43.62,-79.63,1983,326193,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2006,804,RIEGER FLEXO AND GRAVURE,RIEGER FLEXO AND GRAVURE,84  MARTIN ROSS Avenue,,Downsview,ON,M3J2L4,,,43.77,-79.47,1983,323120,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M3J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2000,809,Toledo Technologies,Sandco Automotive Components Group,1064 Hwy. #6 N.,,Hamilton,ON,L8N 2Z7,,,43.35,-79.96,1983,332118,6,Other Manufacturing,Autres fabrication,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L0R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1998,810,Samuel Bingham Co.,,52 Advance Rd.,,Toronto,ON,M8Z 2T7,,,43.63,-79.52,1983,326290,13,Plastics and Rubber,Plastiques et caoutchouc,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M8Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1994,819,Marson Canada Inc.,,7 Ingram Drive,,Toronto,ON,M6M 2L8,,,43.69,-79.47,1983,325210,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2002,859,MCASPHALT INDUSTRIES LIMITED,WEST HILL,8760 Sheppard Ave East,,Toronto,ON,M1B 5R4,,,43.8,-79.19,1983,324121,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2005,862,BOEING TORONTO LTD.,BOEING TORONTO LTD.,6972  AIRPORT Road,P.O. Box 6013,Toronto,ON,L5P1B7,,,43.69,-79.63,1983,336410,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1996,864,MEAD JOHNSON CANADA,,231 DUNDAS ST EAST,,BELLEVILLE,ON,K8N 5C2,,,44.16,-77.36,1983,311990,6,Other Manufacturing,Autres fabrication,3512,Hastings,3512005,Belleville,522,Belleville,3515,Kingston--Pembroke,K8N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2001,870,Q3 Aluminum Technologies Inc.,Cornwall Plant,Civic No. 16225 County Road No. 2,RR # 1,Long-Sault,ON,K0C 1P0,,,45.07,-74.76,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3501,"Stormont, Dundas and Glengarry",3501011,South Stormont,501,Cornwall,3510,Ottawa,K0C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,448,DYNAMIC TIRE CORP.,"DYNAMIC TIRE CORP., SOLID TIRE DIVISION",3161  WHARTON Way North,,Mississauga,ON,L4X2B7,,,43.62,-79.57,1983,326210,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4X,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1997,456,MDS,Ingram & Bell,20 Bond Avenue,,Don Mills,ON,M3B 1L9,,,43.74,-79.35,1983,414520,11,Other (Except Manufacturing),Autres (sauf fabrication),3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M3B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2006,459,CELLIANCE CORPORATION,CELLIANCE TORONTO,55  GLEN SCARLETT Road,,Toronto,ON,M6N1P5,,,43.67,-79.47,1983,325410,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,462,MARATHON PULP INC,MARATHON PULP - MARATHON,"1 Mill Road, Postal Bag MP",,Marathon,ON,P0T2E0,,,48.71,-86.39,1983,322112,14,Pulp and Paper,Pâte à papier et papier,3558,Thunder Bay,3558059,Marathon,,,3595,Northwest / Nord-ouest,P0T,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,0,0,0
2005,478,KODAK CANADA,KODAK CANADA INC.,3500  EGLINTON Avenue West,,Toronto,ON,M6M1V3,,,43.69,-79.48,1983,325999,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2005,500,COLGATE-PALMOLIVE CANADA,LEASIDE,99 Vanderhoof Ave.,,Toronto,ON,M4G2H6,,,43.71,-79.36,1983,325610,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2008,511,O-I CANADA CORP.,PLANT #30 TORONTO,777 Kipling Avenue,,Toronto,ON,M8Z5Z4,,,43.62,-79.53,1983,327214,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9B,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2003,526,O-I CANADA CORP.,PLANT #33 MILTON,100 Chisholm Drive,,Milton,ON,L9T 3G9,,,43.52,-79.91,1983,327214,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3524,Halton,3524009,Milton,535,Toronto,3530,Toronto,L9T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2006,563,"CURWOOD, INC",CURWOOD PACKAGING (CANADA) LIMITED,114 Armstrong Avenue,,Georgetown,ON,L7G4S2,,,43.65,-79.88,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3524,Halton,3524015,Halton Hills,535,Toronto,3530,Toronto,L7G,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2007,574,MARK IV INDUSTRIES,DAYCO CANADA CORP,46 Norelco Drive,,Weston,ON,M9L1S3,,,43.76,-79.53,1983,326220,13,Plastics and Rubber,Plastiques et caoutchouc,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
1998,591,DiverseyLever Canada,Mississauga,2645 Royal Windsor Dr.,,Mississauga,ON,L5J 1L1,,,43.5,-79.63,1983,325610,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
